1,3.952350888556326769e+00
2,5.299484338382715265e+00
3,4.650532281412037783e+00
4,4.826729620257715681e+00
5,5.520705844745370072e+00
6,4.650654789792824317e+00
7,3.762891055680169572e+00
8,3.836381790455246410e+00
9,5.472109589713734401e+00
10,4.210406348963347867e+00
11,4.816588944011958695e+00
12,3.611424279107638746e+00
13,3.022273611548225158e+00
14,3.722553040344907416e+00
15,5.014344967829088340e+00
16,4.383811218616125771e+00
17,4.239309941677468885e+00
18,6.354742747026620009e+00
19,4.758725693248841537e+00
20,3.153699988471835969e+00
21,4.043314606364968533e+00
22,4.373347458684412992e+00
23,4.089377905957175763e+00
24,3.656105610314814403e+00
25,4.194904682539737806e+00
26,4.306641924021218593e+00
27,4.302676768765046234e+00
28,4.836416130750385456e+00
29,4.701157381687113279e+00
30,5.250429933762730705e+00
31,3.822566376409335831e+00
32,5.918409598328703503e+00
33,3.852166340790123211e+00
34,5.436769811148919551e+00
35,3.794383514273919289e+00
36,5.397761971390045765e+00
37,4.253033797182870224e+00
38,3.958684925026234147e+00
39,4.050411337277391333e+00
40,3.797018145124614108e+00
41,4.396165849304011886e+00
42,3.431310856908950324e+00
43,3.827105678081789808e+00
44,4.286225567310184559e+00
45,4.605638643886187822e+00
46,3.827167161372685200e+00
47,4.718266737487654794e+00
48,4.398228353596835838e+00
49,3.585005772097993315e+00
50,3.887933502414351317e+00
51,5.893315255043595435e+00
52,3.596017795141975171e+00
53,5.396278546368827200e+00
54,4.797827024333718882e+00
55,3.290857068133873131e+00
56,3.879481504158178939e+00
57,4.418160683442515335e+00
58,4.727654982709490916e+00
59,4.237877035811341564e+00
60,4.470657649637344910e+00
61,5.933483882637730744e+00
62,4.123874592350694535e+00
63,4.436389419368826914e+00
64,3.608245102854166220e+00
65,3.890603093906249477e+00
66,4.191936580630015285e+00
67,4.453160311139274796e+00
68,4.326429080095678614e+00
69,3.459620578947916414e+00
70,4.839750966837576662e+00
71,3.368202973139660550e+00
72,4.922092657063271481e+00
73,4.194576356669752037e+00
74,4.659795732459876660e+00
75,4.967857150648147702e+00
76,3.891990074995369753e+00
77,3.487030934032407714e+00
78,4.878397473084490343e+00
79,4.640173856359181670e+00
80,4.569563714196759108e+00
81,3.726925969800539473e+00
82,4.760489956000385270e+00
83,3.487476412987267960e+00
84,5.886750911515432172e+00
85,3.841096376166280191e+00
86,4.475404137061341991e+00
87,5.241801417310185229e+00
88,4.104940672137731283e+00
89,4.426880822051697528e+00
90,2.952864333508101957e+00
91,4.722510355489197842e+00
92,4.206005732192515723e+00
93,4.544343808782021377e+00
94,4.974055169015431765e+00
95,5.405892256978780175e+00
96,2.856741197807870059e+00
97,4.890447093021990099e+00
98,3.528366716378471768e+00
99,4.100976710236496459e+00
100,4.389270269617283837e+00
101,5.361875503740354709e+00
102,4.603613602030478091e+00
103,4.040413132935184670e+00
104,4.142340513268903734e+00
105,4.314938221282020869e+00
106,5.091260397584104425e+00
107,4.818401886357252195e+00
108,4.105640276264660216e+00
109,3.653475837499227996e+00
110,4.762516295630014440e+00
111,5.546762399433255553e+00
112,4.469453262704861096e+00
113,4.068165450635802038e+00
114,3.540194985479551804e+00
115,4.656052209171681611e+00
116,3.999613437012345507e+00
117,3.661978791822144697e+00
118,3.946533521150848323e+00
119,3.401239042271604784e+00
120,4.555901341982252717e+00
121,4.147946637192901242e+00
122,3.966562827104552547e+00
123,4.236808804632715919e+00
124,3.810628050435184822e+00
125,4.256105392153934908e+00
126,3.769660758496527375e+00
127,3.663475339615354542e+00
128,4.766257923663965279e+00
129,4.886015131826003000e+00
130,4.585224882722993556e+00
131,6.071210984239968411e+00
132,4.738856744732252047e+00
133,5.122407514214120106e+00
134,3.860357633726079651e+00
135,4.461132175851851400e+00
136,4.484794050182484781e+00
137,4.191797460757715754e+00
138,4.638417347464891094e+00
139,3.926339858149305417e+00
140,3.966467148770447260e+00
141,4.676618998218363465e+00
142,3.479364565599150971e+00
143,4.011701044828703822e+00
144,4.431807337337191122e+00
145,4.985082307717206618e+00
146,4.858237567724536632e+00
147,4.324094026237654376e+00
148,3.403469443415509055e+00
149,4.475005335586805799e+00
150,5.462176640409721173e+00
151,4.601238027115354789e+00
152,4.367533827192515261e+00
153,4.463721041731481876e+00
154,4.486096247922453983e+00
155,3.457746439332175292e+00
156,4.601337076417051364e+00
157,3.330740041692900721e+00
158,4.409159281708333822e+00
159,4.941075247045910501e+00
160,4.182473313313272101e+00
161,4.803007560410107679e+00
162,3.669397863228395007e+00
163,5.494332506220293233e+00
164,4.277163980059027537e+00
165,4.641185079513117095e+00
166,4.097983614650076767e+00
167,5.580588436996913870e+00
168,4.589955808347608190e+00
169,4.020064299215663439e+00
170,5.126539990631943766e+00
171,3.643837980122299314e+00
172,4.204434578336419648e+00
173,3.407119190741898063e+00
174,4.824176169633486388e+00
175,5.407346097141203067e+00
176,3.899883440323301809e+00
177,3.512956672111496648e+00
178,3.192453872996913411e+00
179,3.895437058581403988e+00
180,5.968695188784336025e+00
181,4.296552097522376101e+00
182,3.926935263429011780e+00
183,4.119413790062885994e+00
184,4.685810118484953435e+00
185,4.591146360742284216e+00
186,5.395743044917439057e+00
187,4.892548160880786590e+00
188,4.447157196087190734e+00
189,4.438563917381558532e+00
190,4.085615026488425450e+00
191,3.840348102269675490e+00
192,4.324262845211805484e+00
193,3.499906484439814669e+00
194,4.146037323340277858e+00
195,6.077688978317128843e+00
196,4.369356105307869775e+00
197,5.132624200616511700e+00
198,4.423214058631558920e+00
199,4.279674346554012132e+00
200,5.584977626559799013e+00
201,4.614283377280863796e+00
202,3.777490044985725159e+00
203,3.897664603266589367e+00
204,3.925896806170138476e+00
205,4.124760253375000296e+00
206,3.775463705356095545e+00
207,4.934195700419753194e+00
208,3.468352537910493805e+00
209,3.925774418023919576e+00
210,3.626306794065586203e+00
211,5.874990614574845615e+00
212,3.484559221237653936e+00
213,5.285251192573302781e+00
214,4.877996783993055807e+00
215,4.163007994239197096e+00
216,3.694560972954475275e+00
217,4.180318834594135780e+00
218,3.803647865265431971e+00
219,4.058739071177854818e+00
220,4.151807628000771189e+00
221,6.943986060913193370e+00
222,3.506803125564428747e+00
223,3.693905454537808275e+00
224,3.234364483959490499e+00
225,3.751412021864583224e+00
226,3.913810059569058364e+00
227,4.994732355153934655e+00
228,4.117120607854166003e+00
229,4.310139826491125703e+00
230,4.113953589619212536e+00
231,3.402643967908178801e+00
232,4.014396593104938127e+00
233,3.330397295277006009e+00
234,3.627787623538965445e+00
235,4.096593109559413470e+00
236,5.310007978947916207e+00
237,4.072372602300539768e+00
238,4.428300168234182266e+00
239,3.573588221573302359e+00
240,3.379266997801696704e+00
241,4.230206286633488411e+00
242,3.328160807962576850e+00
243,4.807131636050154810e+00
244,4.148777402999999531e+00
245,4.234660796195215404e+00
246,3.844340596011959654e+00
247,5.643560450498070757e+00
248,3.519773437672839567e+00
249,3.541006040440971780e+00
250,5.508741029220678875e+00
251,4.673004461817129140e+00
252,4.830643391153163435e+00
253,3.913297058465663003e+00
254,4.308138471814428883e+00
255,6.454567900602622643e+00
256,4.536717365839505689e+00
257,3.278021469200616878e+00
258,4.992226223194830226e+00
259,4.677434024065585838e+00
260,3.821833820832561290e+00
261,3.688743605548996385e+00
262,4.498308281798997221e+00
263,4.528262692229166220e+00
